Type,id,edges--transmission_edge--unidirectional,edges--transmission_edge--has_capacity,edges--transmission_edge--commodity,edges--transmission_edge--wacc,edges--transmission_edge--lifetime,edges--transmission_edge--capital_recovery_period,edges--transmission_edge--can_retire,edges--transmission_edge--constraints--CapacityConstraint,edges--transmission_edge--constraints--MaxCapacityConstraint,edges--transmission_edge--start_vertex,edges--transmission_edge--loss_fraction,edges--transmission_edge--end_vertex,edges--transmission_edge--max_capacity,edges--transmission_edge--can_expand,edges--transmission_edge--existing_capacity,edges--transmission_edge--investment_cost,edges--transmission_edge--variable_om_cost,edges--transmission_edge--fixed_om_cost
TransmissionLink,Line25ExistingAC_Region19Guangdong_to_Region21Hainan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region19Guangdong,0.02,elec_Region21Hainan,1200,FALSE,1200,10554.65546,1,100
TransmissionLink,Line26ExistingAC_Region5Innermongolia_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.02,elec_Region3Hebei,4000,FALSE,4000,12029.04133,1,100
TransmissionLink,Line27ExistingAC_Region3Hebei_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.02,elec_Region16Henan,1000,FALSE,1000,3554.972013,1,100
TransmissionLink,Line28ExistingAC_Region4Shanxi_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region4Shanxi,0.03,elec_Region10Jiangsu,2000,FALSE,2000,13167.67597,1,100
TransmissionLink,Line29ExistingAC_Region27Shaanxi_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region27Shaanxi,0.025,elec_Region3Hebei,2000,FALSE,2000,11656.79539,1,100
TransmissionLink,Line30ExistingAC_Region27Shaanxi_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region27Shaanxi,0.025,elec_Region3Hebei,2000,FALSE,2000,11656.79539,1,100
TransmissionLink,Line31ExistingAC_Region24Guizhou_to_Region18Hunan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region24Guizhou,0.02,elec_Region18Hunan,1500,FALSE,1500,7660.392808,1,100
TransmissionLink,Line32ExistingAC_Region24Guizhou_to_Region18Hunan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region24Guizhou,0.02,elec_Region18Hunan,1000,FALSE,1000,7660.392808,1,100
TransmissionLink,Line33ExistingAC_Region23Sichuan_to_Region26Tibet,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.02,elec_Region26Tibet,600,FALSE,600,38867.24365,1,100
TransmissionLink,Line34ExistingAC_Region27Shaanxi_to_Region28Gansu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region27Shaanxi,0.0083,elec_Region28Gansu,5000,FALSE,5000,10317.12931,1,100
TransmissionLink,Line35ExistingAC_Region27Shaanxi_to_Region28Gansu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region27Shaanxi,0.0083,elec_Region28Gansu,5000,FALSE,5000,7985.816824,1,100
TransmissionLink,Line36ExistingAC_Region28Gansu_to_Region30Ningxia,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.0083,elec_Region30Ningxia,5000,FALSE,5000,8672.258835,1,100
TransmissionLink,Line37ExistingAC_Region28Gansu_to_Region30Ningxia,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.0083,elec_Region30Ningxia,5000,FALSE,5000,5938.147354,1,100
TransmissionLink,Line38ExistingAC_Region28Gansu_to_Region29Qinghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.0083,elec_Region29Qinghai,5000,FALSE,5000,8555.69321,1,100
TransmissionLink,Line39ExistingAC_Region28Gansu_to_Region29Qinghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.0083,elec_Region29Qinghai,5000,FALSE,5000,8307.019878,1,100
TransmissionLink,Line40ExistingAC_Region28Gansu_to_Region29Qinghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.0083,elec_Region29Qinghai,5000,FALSE,5000,10305.73179,1,100
TransmissionLink,Line41ExistingAC_Region28Gansu_to_Region31Xinjiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.0083,elec_Region31Xinjiang,5000,FALSE,5000,11547.54424,1,100
TransmissionLink,Line42ExistingAC_Region28Gansu_to_Region31Xinjiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.0083,elec_Region31Xinjiang,5000,FALSE,5000,12487.84028,1,100
TransmissionLink,Line43ExistingAC_Region5Innermongolia_to_Region8Heilongjiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.0192,elec_Region8Heilongjiang,2400,FALSE,2400,6166.167792,1,100
TransmissionLink,Line44ExistingAC_Region5Innermongolia_to_Region7Jilin,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.0192,elec_Region7Jilin,3600,FALSE,3600,6166.167792,1,100
TransmissionLink,Line45ExistingAC_Region5Innermongolia_to_Region6Liaoning,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.0192,elec_Region6Liaoning,7200,FALSE,7200,6166.167792,1,100
TransmissionLink,Line46ExistingAC_Region8Heilongjiang_to_Region7Jilin,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region8Heilongjiang,0.0192,elec_Region7Jilin,4800,FALSE,4800,6166.167792,1,100
TransmissionLink,Line47ExistingAC_Region7Jilin_to_Region6Liaoning,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region7Jilin,0.0192,elec_Region6Liaoning,4800,FALSE,4800,6166.167792,1,100
TransmissionLink,Line48ExistingAC_Region12Anhui_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region12Anhui,0.0083,elec_Region10Jiangsu,3600,FALSE,3600,3461.910528,1,100
TransmissionLink,Line49ExistingAC_Region12Anhui_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region12Anhui,0.0083,elec_Region11Zhejiang,4800,FALSE,4800,3461.910528,1,100
TransmissionLink,Line50ExistingAC_Region10Jiangsu_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region10Jiangsu,0.0083,elec_Region11Zhejiang,3600,FALSE,3600,3461.910528,1,100
TransmissionLink,Line51ExistingAC_Region11Zhejiang_to_Region13Fujian,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region11Zhejiang,0.0083,elec_Region13Fujian,3600,FALSE,3600,3461.910528,1,100
TransmissionLink,Line52ExistingAC_Region11Zhejiang_to_Region9Shanghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region11Zhejiang,0.0083,elec_Region9Shanghai,3600,FALSE,3600,3461.910528,1,100
TransmissionLink,Line53ExistingAC_Region10Jiangsu_to_Region9Shanghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region10Jiangsu,0.0083,elec_Region9Shanghai,3600,FALSE,3600,3461.910528,1,100
TransmissionLink,Line54ExistingAC_Region16Henan_to_Region17Hubei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region16Henan,0.008,elec_Region17Hubei,4800,FALSE,4800,5093.223614,1,100
TransmissionLink,Line55ExistingAC_Region17Hubei_to_Region18Hunan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.008,elec_Region18Hunan,3600,FALSE,3600,5093.223614,1,100
TransmissionLink,Line56ExistingAC_Region17Hubei_to_Region14Jiangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.008,elec_Region14Jiangxi,3600,FALSE,3600,5093.223614,1,100
TransmissionLink,Line57ExistingAC_Region17Hubei_to_Region22Chongqing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.008,elec_Region22Chongqing,4800,FALSE,4800,5093.223614,1,100
TransmissionLink,Line58ExistingAC_Region23Sichuan_to_Region22Chongqing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.008,elec_Region22Chongqing,4800,FALSE,4800,5093.223614,1,100
TransmissionLink,Line59ExistingAC_Region5Innermongolia_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.0134,elec_Region3Hebei,4800,FALSE,4800,6124.198887,1,100
TransmissionLink,Line60ExistingAC_Region4Shanxi_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region4Shanxi,0.0134,elec_Region3Hebei,10800,FALSE,10800,6124.198887,1,100
TransmissionLink,Line61ExistingAC_Region3Hebei_to_Region1Beijing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.0134,elec_Region1Beijing,7200,FALSE,7200,6124.198887,1,100
TransmissionLink,Line62ExistingAC_Region3Hebei_to_Region2Tianjin,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.0134,elec_Region2Tianjin,4800,FALSE,4800,6124.198887,1,100
TransmissionLink,Line63ExistingAC_Region1Beijing_to_Region2Tianjin,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region1Beijing,0.0134,elec_Region2Tianjin,2400,FALSE,2400,3503.879433,1,100
TransmissionLink,Line64ExistingAC_Region3Hebei_to_Region15Shandong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.0134,elec_Region15Shandong,4800,FALSE,4800,6124.198887,1,100
TransmissionLink,Line65ExistingAC_Region25Yunnan_to_Region20Guangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.027,elec_Region20Guangxi,2400,FALSE,2400,5492.840578,1,100
TransmissionLink,Line66ExistingAC_Region20Guangxi_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region20Guangxi,0.027,elec_Region19Guangdong,4800,FALSE,4800,5492.840578,1,100
TransmissionLink,Line67ExistingAC_Region5Innermongolia_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.02,elec_Region3Hebei,6120,FALSE,6120,6910.051425,1,100
TransmissionLink,Line68ExistingAC_Region5Innermongolia_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.02,elec_Region3Hebei,2520,FALSE,2520,6631.996568,1,100
TransmissionLink,Line69ExistingAC_Region6Liaoning_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region6Liaoning,0.01,elec_Region3Hebei,2000,FALSE,2000,3270.313354,1,100
TransmissionLink,Line70ExistingAC_Region5Innermongolia_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.02,elec_Region3Hebei,2520,FALSE,2520,3955.718575,1,100
TransmissionLink,Line71ExistingAC_Region24Guizhou_to_Region22Chongqing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region24Guizhou,0.02,elec_Region22Chongqing,2640,FALSE,2640,3802.472432,1,100
TransmissionLink,Line72CandidateAC_Region17Hubei_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.015,elec_Region16Henan,20000,TRUE,0,12532.80796,1,100
TransmissionLink,Line73CandidateAC_Region17Hubei_to_Region14Jiangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.015,elec_Region14Jiangxi,20000,TRUE,0,11369.4998,1,100
TransmissionLink,Line74CandidateAC_Region14Jiangxi_to_Region18Hunan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region14Jiangxi,0.015,elec_Region18Hunan,20000,TRUE,0,11275.57642,1,100
TransmissionLink,Line75CandidateAC_Region16Henan_to_Region17Hubei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region16Henan,0.015,elec_Region17Hubei,20000,TRUE,0,10716.06142,1,100
TransmissionLink,Line76CandidateAC_Region15Shandong_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region15Shandong,0.015,elec_Region16Henan,20000,TRUE,0,11290.33581,1,100
TransmissionLink,Line77CandidateAC_Region27Shaanxi_to_Region4Shanxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region27Shaanxi,0.015,elec_Region4Shanxi,20000,TRUE,0,14903.70244,1,100
TransmissionLink,Line78CandidateAC_Region4Shanxi_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region4Shanxi,0.015,elec_Region10Jiangsu,20000,TRUE,0,16790.22064,1,100
TransmissionLink,Line79CandidateAC_Region13Fujian_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region13Fujian,0.025,elec_Region19Guangdong,4800,TRUE,0,7316.488494,1,100
TransmissionLink,Line80CandidateAC_Region14Jiangxi_to_Region13Fujian,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region14Jiangxi,0.015,elec_Region13Fujian,20000,TRUE,0,9592.612472,1,100
TransmissionLink,Line81CandidateAC_Region17Hubei_to_Region12Anhui,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.015,elec_Region12Anhui,20000,TRUE,0,8752.644064,1,100
TransmissionLink,Line82CandidateAC_Region14Jiangxi_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region14Jiangxi,0.015,elec_Region11Zhejiang,20000,TRUE,0,9646.570673,1,100
TransmissionLink,Line83CandidateAC_Region23Sichuan_to_Region22Chongqing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.015,elec_Region22Chongqing,20000,TRUE,0,8407.034675,1,100
TransmissionLink,Line84CandidateAC_Region27Shaanxi_to_Region22Chongqing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region27Shaanxi,0.015,elec_Region22Chongqing,20000,TRUE,0,10425.33043,1,100
TransmissionLink,Line85CandidateAC_Region28Gansu_to_Region23Sichuan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.015,elec_Region23Sichuan,20000,TRUE,0,10619.3977,1,100
TransmissionLink,Line86CandidateAC_Region28Gansu_to_Region27Shaanxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.015,elec_Region27Shaanxi,20000,TRUE,0,10059.04815,1,100
TransmissionLink,Line87CandidateAC_Region15Shandong_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region15Shandong,0.015,elec_Region10Jiangsu,20000,TRUE,0,10224.94261,1,100
TransmissionLink,Line88CandidateAC_Region31Xinjiang_to_Region29Qinghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.02,elec_Region29Qinghai,20000,TRUE,0,16145.99546,1,100
TransmissionLink,Line89CandidateAC_Region31Xinjiang_to_Region28Gansu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.02,elec_Region28Gansu,20000,TRUE,0,17293.35447,1,100
TransmissionLink,Line90CandidateAC_Region29Qinghai_to_Region28Gansu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region29Qinghai,0.02,elec_Region28Gansu,20000,TRUE,0,8064.916151,1,100
TransmissionLink,Line91CandidateAC_Region28Gansu_to_Region30Ningxia,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.02,elec_Region30Ningxia,20000,TRUE,0,9130.181207,1,100
TransmissionLink,Line92CandidateAC_Region4Shanxi_to_Region28Gansu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region4Shanxi,0.02,elec_Region28Gansu,20000,TRUE,0,12080.80157,1,100
TransmissionLink,Line93CandidateAC_Region26Tibet_to_Region23Sichuan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region26Tibet,0.015,elec_Region23Sichuan,10000,TRUE,0,13312.57526,1,100
TransmissionLink,Line94CandidateAC_Region23Sichuan_to_Region22Chongqing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.025,elec_Region22Chongqing,9600,TRUE,0,5161.675927,1,100
TransmissionLink,Line95CandidateAC_Region22Chongqing_to_Region17Hubei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region22Chongqing,0.025,elec_Region17Hubei,9600,TRUE,0,9611.780435,1,100
TransmissionLink,Line96CandidateAC_Region17Hubei_to_Region18Hunan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.025,elec_Region18Hunan,9600,TRUE,0,5339.495809,1,100
TransmissionLink,Line97CandidateAC_Region17Hubei_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.025,elec_Region16Henan,9600,TRUE,0,7063.723147,1,100
TransmissionLink,Line98CandidateAC_Region17Hubei_to_Region14Jiangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.025,elec_Region14Jiangxi,9600,TRUE,0,5054.977068,1,100
TransmissionLink,Line99CandidateAC_Region25Yunnan_to_Region24Guizhou,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.025,elec_Region24Guizhou,9600,TRUE,0,6677.784253,1,100
TransmissionLink,Line100CandidateAC_Region24Guizhou_to_Region20Guangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region24Guizhou,0.025,elec_Region20Guangxi,9600,TRUE,0,6793.311572,1,100
TransmissionLink,Line101CandidateAC_Region24Guizhou_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region24Guizhou,0.025,elec_Region19Guangdong,9600,TRUE,0,9650.814825,1,100
TransmissionLink,Line102CandidateAC_Region20Guangxi_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region20Guangxi,0.025,elec_Region19Guangdong,9600,TRUE,0,7312.642446,1,100
TransmissionLink,Line103CandidateAC_Region25Yunnan_to_Region20Guangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.025,elec_Region20Guangxi,9600,TRUE,0,8376.522493,1,100
TransmissionLink,Line104CandidateAC_Region19Guangdong_to_Region21Hainan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region19Guangdong,0.025,elec_Region21Hainan,9600,TRUE,0,6911.833677,1,100
TransmissionLink,Line105CandidateAC_Region13Fujian_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region13Fujian,0.025,elec_Region11Zhejiang,9600,TRUE,0,7040.087498,1,100
TransmissionLink,Line106CandidateAC_Region12Anhui_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region12Anhui,0.025,elec_Region11Zhejiang,9600,TRUE,0,5737.627761,1,100
TransmissionLink,Line107CandidateAC_Region12Anhui_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region12Anhui,0.025,elec_Region10Jiangsu,9600,TRUE,0,4038.045853,1,100
