Type,id,transforms--timedata,edges--edge--unidirectional,edges--edge--has_capacity,edges--edge--commodity,edges--edge--lifetime,edges--edge--capital_recovery_period,edges--edge--can_retire,edges--edge--max_capacity,edges--edge--can_expand,edges--edge--constraints--CapacityConstraint,edges--edge--min_capacity,edges--edge--investment_cost,edges--edge--fixed_om_cost,edges--edge--variable_om_cost,edges--edge--wacc,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,edges--edge--availability--timeseries--header,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--TDR_path
VRE,Region22Chongqing_PV_Distribution,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,519444.44444444444,8750,0,0.08,elec_Region22Chongqing,2026,200,Region22Chongqing_PV_Distribution,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region23Sichuan_PV_Distribution,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,519444.44444444444,8750,0,0.08,elec_Region23Sichuan,1930,200,Region23Sichuan_PV_Distribution,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region24Guizhou_PV_Distribution,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,519444.44444444444,8750,0,0.08,elec_Region24Guizhou,1096,200,Region24Guizhou_PV_Distribution,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region25Yunnan_PV_Distribution,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,519444.44444444444,8750,0,0.08,elec_Region25Yunnan,2899,200,Region25Yunnan_PV_Distribution,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region26Tibet_PV_Distribution,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,519444.44444444444,8750,0,0.08,elec_Region26Tibet,55,200,Region26Tibet_PV_Distribution,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region27Shaanxi_PV_Distribution,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,519444.44444444444,8750,0,0.08,elec_Region27Shaanxi,9091,200,Region27Shaanxi_PV_Distribution,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region28Gansu_PV_Distribution,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,519444.44444444444,8750,0,0.08,elec_Region28Gansu,1839,200,Region28Gansu_PV_Distribution,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region29Qinghai_PV_Distribution,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,519444.44444444444,8750,0,0.08,elec_Region29Qinghai,378,200,Region29Qinghai_PV_Distribution,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region30Ningxia_PV_Distribution,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,519444.44444444444,8750,0,0.08,elec_Region30Ningxia,1747,200,Region30Ningxia_PV_Distribution,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region31Xinjiang_PV_Distribution,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,519444.44444444444,8750,0,0.08,elec_Region31Xinjiang,268,200,Region31Xinjiang_PV_Distribution,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region1Beijing_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region1Beijing,0,200,Region1Beijing_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region2Tianjin_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region2Tianjin,117,200,Region2Tianjin_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region3Hebei_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region3Hebei,300,200,Region3Hebei_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region4Shanxi_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region4Shanxi,0,200,Region4Shanxi_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region5Innermongolia_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region5Innermongolia,0,200,Region5Innermongolia_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region6Liaoning_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region6Liaoning,1053,200,Region6Liaoning_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region7Jilin_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region7Jilin,0,200,Region7Jilin_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region8Heilongjiang_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region8Heilongjiang,0,200,Region8Heilongjiang_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region9Shanghai_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region9Shanghai,669,200,Region9Shanghai_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region10Jiangsu_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region10Jiangsu,11805,200,Region10Jiangsu_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region11Zhejiang_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region11Zhejiang,4423,200,Region11Zhejiang_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region12Anhui_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region12Anhui,0,200,Region12Anhui_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region13Fujian_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region13Fujian,3470,200,Region13Fujian_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region14Jiangxi_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region14Jiangxi,0,200,Region14Jiangxi_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region15Shandong_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region15Shandong,4853,200,Region15Shandong_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region16Henan_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region16Henan,0,200,Region16Henan_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region17Hubei_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region17Hubei,0,200,Region17Hubei_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region18Hunan_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region18Hunan,0,200,Region18Hunan_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region19Guangdong_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region19Guangdong,10936,200,Region19Guangdong_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region20Guangxi_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region20Guangxi,60,200,Region20Guangxi_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region21Hainan_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region21Hainan,7,200,Region21Hainan_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region22Chongqing_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region22Chongqing,0,200,Region22Chongqing_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region23Sichuan_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region23Sichuan,0,200,Region23Sichuan_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region24Guizhou_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region24Guizhou,0,200,Region24Guizhou_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region25Yunnan_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region25Yunnan,0,200,Region25Yunnan_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region26Tibet_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region26Tibet,0,200,Region26Tibet_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region27Shaanxi_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region27Shaanxi,0,200,Region27Shaanxi_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region28Gansu_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region28Gansu,0,200,Region28Gansu_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region29Qinghai_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region29Qinghai,0,200,Region29Qinghai_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region30Ningxia_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region30Ningxia,0,200,Region30Ningxia_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
VRE,Region31Xinjiang_Wind_Offshore,Electricity,TRUE,TRUE,Electricity,20,20,TRUE,-1,TRUE,TRUE,0,1800000,60346.66666666666,0,0.08,elec_Region31Xinjiang,0,200,Region31Xinjiang_Wind_Offshore,system/vre_availability_1.csv,system/TDR_results/vre_availability_1.csv
